rank,incomePerSec,Common,Rare,Legendary,RatioCommon,RatioRare,RatioLegendary
1159,4.77E+14,3.65E+23,3.29E+22,2.78E+22,1.30685E-09,1.44985E-08,1.71583E-08
1160,4.90E+14,3.81E+23,3.43E+22,2.89E+22,1.28609E-09,1.42857E-08,1.6955E-08
1161,5.07E+14,4.02E+23,3.60E+22,3.03E+22,1.26119E-09,1.40833E-08,1.67327E-08
1162,5.24E+14,4.23E+23,3.77E+22,3.18E+22,1.23877E-09,1.38992E-08,1.6478E-08
1163,5.41E+14,4.45E+23,3.95E+22,3.33E+22,1.21573E-09,1.36962E-08,1.62462E-08
1164,5.58E+14,4.68E+23,4.14E+22,3.48E+22,1.19231E-09,1.34783E-08,1.60345E-08
1165,5.75E+14,4.91E+23,4.33E+22,3.64E+22,1.17108E-09,1.32794E-08,1.57967E-08
1166,5.93E+14,5.15E+23,4.52E+22,3.80E+22,1.15146E-09,1.31195E-08,1.56053E-08
1167,6.10E+14,5.40E+23,4.72E+22,3.97E+22,1.12963E-09,1.29237E-08,1.53652E-08
1168,6.27E+14,5.65E+23,4.93E+22,4.14E+22,1.10973E-09,1.27181E-08,1.51449E-08
1169,6.44E+14,5.92E+23,5.14E+22,4.31E+22,1.08784E-09,1.25292E-08,1.4942E-08
1170,6.61E+14,6.19E+23,5.35E+22,4.49E+22,1.06785E-09,1.23551E-08,1.47216E-08
1171,6.84E+14,6.53E+23,5.62E+22,4.71E+22,1.04747E-09,1.21708E-08,1.45223E-08
1172,7.07E+14,6.87E+23,5.90E+22,4.94E+22,1.02911E-09,1.19831E-08,1.43117E-08
1173,7.31E+14,7.23E+23,6.18E+22,5.17E+22,1.01107E-09,1.18285E-08,1.41393E-08
1174,7.54E+14,7.60E+23,6.47E+22,5.42E+22,9.92105E-10,1.16538E-08,1.39114E-08
1175,7.77E+14,7.98E+23,6.77E+22,5.66E+22,9.73684E-10,1.14771E-08,1.37279E-08
1176,8.00E+14,8.37E+23,7.08E+22,5.92E+22,9.55795E-10,1.12994E-08,1.35135E-08
1177,8.24E+14,8.78E+23,7.39E+22,6.17E+22,9.38497E-10,1.11502E-08,1.33549E-08
1178,8.47E+14,9.20E+23,7.71E+22,6.44E+22,9.20652E-10,1.09857E-08,1.31522E-08
1179,8.70E+14,9.63E+23,8.04E+22,6.71E+22,9.03427E-10,1.08209E-08,1.29657E-08
1180,8.93E+14,1.01E+24,8.38E+22,6.99E+22,8.84158E-10,1.06563E-08,1.27754E-08
1181,9.25E+14,1.06E+24,8.81E+22,7.34E+22,8.72642E-10,1.04994E-08,1.26022E-08
1182,9.56E+14,1.12E+24,9.24E+22,7.70E+22,8.53571E-10,1.03463E-08,1.24156E-08
1183,9.87E+14,1.18E+24,9.69E+22,8.07E+22,8.36441E-10,1.01858E-08,1.22305E-08
1184,1.02E+15,1.24E+24,1.01E+23,8.45E+22,8.22581E-10,1.0099E-08,1.2071E-08
1185,1.05E+15,1.30E+24,1.06E+23,8.83E+22,8.07692E-10,9.90566E-09,1.18913E-08
1186,1.08E+15,1.36E+24,1.11E+23,9.23E+22,7.94118E-10,9.72973E-09,1.1701E-08
1187,1.11E+15,1.43E+24,1.16E+23,9.64E+22,7.76224E-10,9.56897E-09,1.15145E-08
1188,1.14E+15,1.50E+24,1.21E+23,1.01E+23,7.6E-10,9.42149E-09,1.12871E-08
1189,1.18E+15,1.57E+24,1.26E+23,1.05E+23,7.51592E-10,9.36508E-09,1.12381E-08
1190,1.21E+15,1.64E+24,1.32E+23,1.09E+23,7.37805E-10,9.16667E-09,1.11009E-08
1191,1.25E+15,1.73E+24,1.38E+23,1.15E+23,7.22543E-10,9.05797E-09,1.08696E-08
1192,1.29E+15,1.83E+24,1.45E+23,1.20E+23,7.04918E-10,8.89655E-09,1.075E-08
1193,1.34E+15,1.92E+24,1.52E+23,1.26E+23,6.97917E-10,8.81579E-09,1.06349E-08
1194,1.38E+15,2.02E+24,1.60E+23,1.32E+23,6.83168E-10,8.625E-09,1.04545E-08
1195,1.42E+15,2.12E+24,1.67E+23,1.38E+23,6.69811E-10,8.50299E-09,1.02899E-08
1196,1.46E+15,2.23E+24,1.75E+23,1.44E+23,6.54709E-10,8.34286E-09,1.01389E-08
1197,1.51E+15,2.34E+24,1.83E+23,1.51E+23,6.45299E-10,8.25137E-09,0.00000001
1198,1.55E+15,2.45E+24,1.91E+23,1.57E+23,6.32653E-10,8.11518E-09,9.87261E-09
1199,1.59E+15,2.57E+24,1.99E+23,1.64E+23,6.18677E-10,7.98995E-09,9.69512E-09
1200,1.63E+15,2.68E+24,2.07E+23,1.71E+23,6.08209E-10,7.8744E-09,9.53216E-09
1201,1.69E+15,2.83E+24,2.18E+23,1.80E+23,5.97173E-10,7.75229E-09,9.38889E-09
1202,1.75E+15,2.99E+24,2.29E+23,1.89E+23,5.85284E-10,7.64192E-09,9.25926E-09
1203,1.81E+15,3.14E+24,2.40E+23,1.98E+23,5.76433E-10,7.54167E-09,9.14141E-09
1204,1.87E+15,3.31E+24,2.52E+23,2.07E+23,5.64955E-10,7.42063E-09,9.03382E-09
1205,1.92E+15,3.47E+24,2.63E+23,2.17E+23,5.53314E-10,7.30038E-09,8.84793E-09
1206,1.98E+15,3.65E+24,2.76E+23,2.27E+23,5.42466E-10,7.17391E-09,8.72247E-09
1207,2.04E+15,3.83E+24,2.88E+23,2.37E+23,5.32637E-10,7.08333E-09,8.60759E-09
1208,2.10E+15,4.01E+24,3.01E+23,2.47E+23,5.23691E-10,6.97674E-09,8.50202E-09
1209,2.15E+15,4.20E+24,3.14E+23,2.58E+23,5.11905E-10,6.84713E-09,8.33333E-09
1210,2.21E+15,4.40E+24,3.27E+23,2.69E+23,5.02273E-10,6.75841E-09,8.21561E-09
1211,2.29E+15,4.64E+24,3.44E+23,2.82E+23,4.93534E-10,6.65698E-09,8.12057E-09
1212,2.37E+15,4.89E+24,3.62E+23,2.96E+23,4.84663E-10,6.54696E-09,8.00676E-09
1213,2.45E+15,5.15E+24,3.79E+23,3.11E+23,4.75728E-10,6.46438E-09,7.87781E-09
1214,2.53E+15,5.42E+24,3.98E+23,3.26E+23,4.6679E-10,6.35678E-09,7.76074E-09
1215,2.60E+15,5.70E+24,4.17E+23,3.41E+23,4.5614E-10,6.23501E-09,7.62463E-09
1216,2.68E+15,5.98E+24,4.36E+23,3.56E+23,4.48161E-10,6.14679E-09,7.52809E-09
1217,2.76E+15,6.27E+24,4.56E+23,3.72E+23,4.40191E-10,6.05263E-09,7.41935E-09
1218,2.84E+15,6.58E+24,4.76E+23,3.89E+23,4.31611E-10,5.96639E-09,7.30077E-09
1219,2.92E+15,6.89E+24,4.97E+23,4.05E+23,4.23803E-10,5.87525E-09,7.20988E-09
1220,3.00E+15,7.21E+24,5.18E+23,4.23E+23,4.16089E-10,5.79151E-09,7.0922E-09
1221,3.10E+15,7.61E+24,5.45E+23,4.44E+23,4.07359E-10,5.68807E-09,6.98198E-09
1222,3.21E+15,8.03E+24,5.73E+23,4.67E+23,3.99751E-10,5.60209E-09,6.87366E-09
1223,3.32E+15,8.45E+24,6.01E+23,4.89E+23,3.92899E-10,5.52413E-09,6.78937E-09
1224,3.42E+15,8.89E+24,6.30E+23,5.13E+23,3.84702E-10,5.42857E-09,6.66667E-09
1225,3.53E+15,9.35E+24,6.60E+23,5.37E+23,3.7754E-10,5.34848E-09,6.57356E-09
1226,3.64E+15,9.82E+24,6.91E+23,5.62E+23,3.70672E-10,5.26773E-09,6.47687E-09
1227,3.74E+15,1.03E+25,7.23E+23,5.87E+23,3.63107E-10,5.17289E-09,6.37138E-09
1228,3.85E+15,1.08E+25,7.55E+23,6.13E+23,3.56481E-10,5.09934E-09,6.28059E-09
1229,3.96E+15,1.13E+25,7.88E+23,6.39E+23,3.50442E-10,5.02538E-09,6.19718E-09
1230,4.06E+15,1.18E+25,8.22E+23,6.67E+23,3.44068E-10,4.93917E-09,6.08696E-09
1231,4.21E+15,1.25E+25,8.65E+23,7.01E+23,3.368E-10,4.86705E-09,6.00571E-09
1232,4.35E+15,1.32E+25,9.09E+23,7.36E+23,3.29545E-10,4.78548E-09,5.91033E-09
1233,4.50E+15,1.39E+25,9.64E+23,7.73E+23,3.23741E-10,4.66805E-09,5.82147E-09
1234,4.64E+15,1.46E+25,1.02E+24,8.10E+23,3.17808E-10,4.54902E-09,5.7284E-09
1235,4.79E+15,1.54E+25,1.08E+24,8.48E+23,3.11039E-10,4.43519E-09,5.64858E-09
1236,4.94E+15,1.61E+25,1.14E+24,8.87E+23,3.06832E-10,4.33333E-09,5.56933E-09
1237,5.08E+15,1.69E+25,1.20E+24,9.27E+23,3.00592E-10,4.23333E-09,5.48004E-09
1238,5.23E+15,1.78E+25,1.27E+24,9.68E+23,2.9382E-10,4.11811E-09,5.40289E-09
1239,5.37E+15,1.86E+25,1.34E+24,1.01E+24,2.8871E-10,4.00746E-09,5.31683E-09
1240,5.52E+15,1.95E+25,1.41E+24,1.05E+24,2.83077E-10,3.91489E-09,5.25714E-09
1241,5.71E+15,2.06E+25,1.50E+24,1.11E+24,2.77184E-10,3.80667E-09,5.14414E-09
1242,5.91E+15,2.17E+25,1.59E+24,1.16E+24,2.7235E-10,3.71698E-09,5.09483E-09
1243,6.11E+15,2.29E+25,1.68E+24,1.22E+24,2.66812E-10,3.6369E-09,5.0082E-09
1244,6.31E+15,2.41E+25,1.78E+24,1.28E+24,2.61826E-10,3.54494E-09,4.92969E-09
1245,6.50E+15,2.53E+25,1.88E+24,1.34E+24,2.56917E-10,3.45745E-09,4.85075E-09
1246,6.70E+15,2.66E+25,1.98E+24,1.40E+24,2.5188E-10,3.38384E-09,4.78571E-09
1247,6.90E+15,2.79E+25,2.09E+24,1.47E+24,2.47312E-10,3.30144E-09,4.69388E-09
1248,7.10E+15,2.92E+25,2.21E+24,1.53E+24,2.43151E-10,3.21267E-09,4.64052E-09
1249,7.29E+15,3.06E+25,2.32E+24,1.60E+24,2.38235E-10,3.14224E-09,4.55625E-09
1250,7.49E+15,3.21E+25,2.44E+24,1.67E+24,2.33333E-10,3.06967E-09,4.48503E-09
1251,7.76E+15,3.39E+25,2.59E+24,1.76E+24,2.28909E-10,2.99614E-09,4.40909E-09
1252,8.03E+15,3.57E+25,2.75E+24,1.85E+24,2.2493E-10,2.92E-09,4.34054E-09
1253,8.30E+15,3.77E+25,2.91E+24,1.94E+24,2.20159E-10,2.85223E-09,4.27835E-09
1254,8.57E+15,3.96E+25,3.08E+24,2.03E+24,2.16414E-10,2.78247E-09,4.22167E-09
1255,8.83E+15,4.17E+25,3.25E+24,2.13E+24,2.11751E-10,2.71692E-09,4.14554E-09
1256,9.10E+15,4.38E+25,3.43E+24,2.23E+24,2.07763E-10,2.65306E-09,4.08072E-09
1257,9.37E+15,4.60E+25,3.62E+24,2.33E+24,2.03696E-10,2.5884E-09,4.02146E-09
1258,9.64E+15,4.82E+25,3.81E+24,2.43E+24,2E-10,2.53018E-09,3.96708E-09
1259,9.91E+15,5.05E+25,4.02E+24,2.54E+24,1.96238E-10,2.46517E-09,3.90157E-09
1260,1.02E+16,5.29E+25,4.22E+24,2.65E+24,1.92817E-10,2.41706E-09,3.84906E-09
1261,1.05E+16,5.59E+25,4.48E+24,2.79E+24,1.87835E-10,2.34375E-09,3.76344E-09
1262,1.09E+16,5.89E+25,4.75E+24,2.93E+24,1.85059E-10,2.29474E-09,3.72014E-09
1263,1.13E+16,6.21E+25,5.03E+24,3.08E+24,1.81965E-10,2.24652E-09,3.66883E-09
1264,1.16E+16,6.54E+25,5.31E+24,3.22E+24,1.7737E-10,2.18456E-09,3.60248E-09
1265,1.20E+16,6.87E+25,5.61E+24,3.38E+24,1.74672E-10,2.13904E-09,3.5503E-09
1266,1.24E+16,7.22E+25,5.92E+24,3.54E+24,1.71745E-10,2.09459E-09,3.50282E-09
1267,1.27E+16,7.58E+25,6.24E+24,3.70E+24,1.67546E-10,2.03526E-09,3.43243E-09
1268,1.31E+16,7.95E+25,6.57E+24,3.86E+24,1.6478E-10,1.99391E-09,3.39378E-09
1269,1.35E+16,8.33E+25,6.91E+24,4.04E+24,1.62065E-10,1.95369E-09,3.34158E-09
1270,1.38E+16,8.72E+25,7.27E+24,4.21E+24,1.58257E-10,1.89821E-09,3.27791E-09
1271,1.43E+16,9.22E+25,7.71E+24,4.43E+24,1.55098E-10,1.85473E-09,3.22799E-09
1272,1.48E+16,9.72E+25,8.17E+24,4.66E+24,1.52263E-10,1.81151E-09,3.17597E-09
1273,1.53E+16,1.02E+26,8.64E+24,4.89E+24,1.5E-10,1.77083E-09,3.12883E-09
1274,1.58E+16,1.08E+26,9.13E+24,5.13E+24,1.46296E-10,1.73056E-09,3.07992E-09
1275,1.63E+16,1.13E+26,9.64E+24,5.38E+24,1.44248E-10,1.69087E-09,3.02974E-09
1276,1.68E+16,1.19E+26,1.02E+25,5.63E+24,1.41176E-10,1.64706E-09,2.98401E-09
1277,1.73E+16,1.25E+26,1.07E+25,5.89E+24,1.384E-10,1.61682E-09,2.93718E-09
1278,1.78E+16,1.31E+26,1.13E+25,6.15E+24,1.35878E-10,1.57522E-09,2.89431E-09
1279,1.83E+16,1.38E+26,1.19E+25,6.42E+24,1.32609E-10,1.53782E-09,2.85047E-09
1280,1.88E+16,1.44E+26,1.25E+25,6.70E+24,1.30556E-10,1.504E-09,2.80597E-09
1281,1.95E+16,1.52E+26,1.32E+25,7.06E+24,1.28289E-10,1.47727E-09,2.76204E-09
1282,2.02E+16,1.60E+26,1.40E+25,7.42E+24,1.2625E-10,1.44286E-09,2.72237E-09
1283,2.09E+16,1.69E+26,1.48E+25,7.79E+24,1.23669E-10,1.41216E-09,2.68293E-09
1284,2.16E+16,1.78E+26,1.56E+25,8.17E+24,1.21348E-10,1.38462E-09,2.64382E-09
1285,2.23E+16,1.87E+26,1.65E+25,8.57E+24,1.19251E-10,1.35152E-09,2.6021E-09
1286,2.29E+16,1.97E+26,1.74E+25,8.97E+24,1.16244E-10,1.31609E-09,2.55295E-09
1287,2.36E+16,2.07E+26,1.84E+25,9.40E+24,1.1401E-10,1.28261E-09,2.51064E-09
1288,2.43E+16,2.17E+26,1.93E+25,9.83E+24,1.11982E-10,1.25907E-09,2.47202E-09
1289,2.50E+16,2.28E+26,2.03E+25,1.03E+25,1.09649E-10,1.23153E-09,2.42718E-09
1290,2.57E+16,2.39E+26,2.14E+25,1.07E+25,1.07531E-10,1.20093E-09,2.40187E-09
1291,2.66E+16,2.53E+26,2.27E+25,1.13E+25,1.05138E-10,1.17181E-09,2.35398E-09
1292,2.75E+16,2.67E+26,2.41E+25,1.19E+25,1.02996E-10,1.14108E-09,2.31092E-09
1293,2.85E+16,2.81E+26,2.55E+25,1.25E+25,1.01423E-10,1.11765E-09,2.28E-09
1294,2.94E+16,2.96E+26,2.69E+25,1.31E+25,9.93243E-11,1.09294E-09,2.24427E-09
1295,3.03E+16,3.12E+26,2.84E+25,1.38E+25,9.71154E-11,1.0669E-09,2.19565E-09
1296,3.13E+16,3.28E+26,3.00E+25,1.45E+25,9.54268E-11,1.04333E-09,2.15862E-09
1297,3.22E+16,3.45E+26,3.16E+25,1.51E+25,9.33333E-11,1.01899E-09,2.13245E-09
1298,3.31E+16,3.60E+26,3.33E+25,1.58E+25,9.19444E-11,9.93994E-10,2.09494E-09
1299,3.40E+16,3.75E+26,3.50E+25,1.66E+25,9.06667E-11,9.71429E-10,2.04819E-09
1300,3.50E+16,3.91E+26,3.68E+25,1.73E+25,8.95141E-11,9.51087E-10,2.02312E-09
1301,3.62E+16,4.11E+26,3.90E+25,1.82E+25,8.80779E-11,9.28205E-10,1.98901E-09
1302,3.75E+16,4.32E+26,4.14E+25,1.92E+25,8.68056E-11,9.05797E-10,1.95313E-09
1303,3.88E+16,4.53E+26,4.38E+25,2.02E+25,8.56512E-11,8.85845E-10,1.92079E-09
1304,4.01E+16,4.74E+26,4.62E+25,2.12E+25,8.45992E-11,8.67965E-10,1.89151E-09
1305,4.13E+16,4.96E+26,4.88E+25,2.22E+25,8.32661E-11,8.46311E-10,1.86036E-09
1306,4.26E+16,5.19E+26,5.15E+25,2.33E+25,8.20809E-11,8.27184E-10,1.82833E-09
1307,4.39E+16,5.42E+26,5.42E+25,2.44E+25,8.09963E-11,8.09963E-10,1.79918E-09
1308,4.52E+16,5.66E+26,5.71E+25,2.55E+25,7.98587E-11,7.91594E-10,1.77255E-09
1309,4.64E+16,5.90E+26,6.01E+25,2.67E+25,7.86441E-11,7.72047E-10,1.73783E-09
1310,4.77E+16,6.15E+26,6.31E+25,2.79E+25,7.7561E-11,7.55943E-10,1.70968E-09
1311,4.94E+16,6.46E+26,6.69E+25,2.94E+25,7.64706E-11,7.38416E-10,1.68027E-09
1312,5.12E+16,6.78E+26,7.09E+25,3.10E+25,7.55162E-11,7.22144E-10,1.65161E-09
1313,5.29E+16,7.11E+26,7.50E+25,3.26E+25,7.44023E-11,7.05333E-10,1.6227E-09
1314,5.47E+16,7.45E+26,7.92E+25,3.42E+25,7.34228E-11,6.90657E-10,1.59942E-09
1315,5.64E+16,7.80E+26,8.36E+25,3.59E+25,7.23077E-11,6.74641E-10,1.57103E-09
1316,5.82E+16,8.15E+26,8.81E+25,3.76E+25,7.1411E-11,6.60613E-10,1.54787E-09
1317,5.99E+16,8.52E+26,9.28E+25,3.94E+25,7.03052E-11,6.45474E-10,1.5203E-09
1318,6.16E+16,8.89E+26,9.77E+25,4.12E+25,6.92913E-11,6.30502E-10,1.49515E-09
1319,6.34E+16,9.27E+26,1.03E+26,4.31E+25,6.83927E-11,6.15534E-10,1.471E-09
1320,6.51E+16,9.66E+26,1.08E+26,4.50E+25,6.73913E-11,6.02778E-10,1.44667E-09
1321,6.75E+16,1.02E+27,1.14E+26,4.75E+25,6.61765E-11,5.92105E-10,1.42105E-09
1322,6.99E+16,1.07E+27,1.21E+26,5.00E+25,6.53271E-11,5.77686E-10,1.398E-09
1323,7.23E+16,1.12E+27,1.28E+26,5.26E+25,6.45536E-11,5.64844E-10,1.37452E-09
1324,7.47E+16,1.17E+27,1.35E+26,5.52E+25,6.38462E-11,5.53333E-10,1.35326E-09
1325,7.70E+16,1.23E+27,1.43E+26,5.79E+25,6.26016E-11,5.38462E-10,1.32988E-09
1326,7.94E+16,1.28E+27,1.50E+26,6.07E+25,6.20313E-11,5.29333E-10,1.30807E-09
1327,8.18E+16,1.34E+27,1.58E+26,6.36E+25,6.10448E-11,5.17722E-10,1.28616E-09
1328,8.42E+16,1.40E+27,1.67E+26,6.66E+25,6.01429E-11,5.04192E-10,1.26426E-09
1329,8.66E+16,1.46E+27,1.75E+26,6.96E+25,5.93151E-11,4.94857E-10,1.24425E-09
1330,8.90E+16,1.52E+27,1.84E+26,7.28E+25,5.85526E-11,4.83696E-10,1.22253E-09
1331,9.22E+16,1.60E+27,1.95E+26,7.67E+25,5.7625E-11,4.72821E-10,1.20209E-09
1332,9.55E+16,1.68E+27,2.07E+26,8.08E+25,5.68452E-11,4.61353E-10,1.18193E-09
1333,9.87E+16,1.76E+27,2.18E+26,8.49E+25,5.60795E-11,4.52752E-10,1.16254E-09
1334,1.02E+17,1.84E+27,2.31E+26,8.92E+25,5.54348E-11,4.41558E-10,1.1435E-09
1335,1.05E+17,1.93E+27,2.43E+26,9.36E+25,5.44041E-11,4.32099E-10,1.12179E-09
1336,1.09E+17,2.01E+27,2.56E+26,9.82E+25,5.42289E-11,4.25781E-10,1.10998E-09
1337,1.12E+17,2.10E+27,2.70E+26,1.03E+26,5.33333E-11,4.14815E-10,1.08738E-09
1338,1.15E+17,2.20E+27,2.84E+26,1.08E+26,5.22727E-11,4.0493E-10,1.06481E-09
1339,1.18E+17,2.29E+27,2.98E+26,1.13E+26,5.15284E-11,3.95973E-10,1.04425E-09
1340,1.22E+17,2.39E+27,3.13E+26,1.18E+26,5.1046E-11,3.89776E-10,1.0339E-09
1341,1.26E+17,2.51E+27,3.32E+26,1.24E+26,5.01992E-11,3.79518E-10,1.01613E-09
1342,1.31E+17,2.63E+27,3.51E+26,1.31E+26,4.98099E-11,3.73219E-10,0.000000001
1343,1.35E+17,2.76E+27,3.71E+26,1.37E+26,4.8913E-11,3.63881E-10,9.85401E-10
1344,1.40E+17,2.89E+27,3.92E+26,1.44E+26,4.84429E-11,3.57143E-10,9.72222E-10
1345,1.44E+17,3.03E+27,4.13E+26,1.51E+26,4.75248E-11,3.48668E-10,9.53642E-10
1346,1.48E+17,3.17E+27,4.35E+26,1.59E+26,4.66877E-11,3.4023E-10,9.30818E-10
1347,1.53E+17,3.31E+27,4.58E+26,1.66E+26,4.62236E-11,3.34061E-10,9.21687E-10
1348,1.57E+17,3.45E+27,4.82E+26,1.74E+26,4.55072E-11,3.25726E-10,9.02299E-10
1349,1.62E+17,3.60E+27,5.06E+26,1.82E+26,4.5E-11,3.20158E-10,8.9011E-10
1350,1.66E+17,3.75E+27,5.32E+26,1.90E+26,4.42667E-11,3.1203E-10,8.73684E-10
1351,1.72E+17,3.94E+27,5.63E+26,2.00E+26,4.36548E-11,3.05506E-10,8.6E-10
1352,1.79E+17,4.14E+27,5.96E+26,2.11E+26,4.32367E-11,3.00336E-10,8.48341E-10
1353,1.85E+17,4.34E+27,6.30E+26,2.22E+26,4.26267E-11,2.93651E-10,8.33333E-10
1354,1.91E+17,4.55E+27,6.64E+26,2.33E+26,4.1978E-11,2.87651E-10,8.19742E-10
1355,1.97E+17,4.76E+27,7.01E+26,2.45E+26,4.13866E-11,2.81027E-10,8.04082E-10
1356,2.03E+17,4.98E+27,7.38E+26,2.57E+26,4.07631E-11,2.75068E-10,7.89883E-10
1357,2.09E+17,5.20E+27,7.76E+26,2.69E+26,4.01923E-11,2.6933E-10,7.76952E-10
1358,2.15E+17,5.42E+27,8.16E+26,2.81E+26,3.96679E-11,2.6348E-10,7.65125E-10
1359,2.22E+17,5.66E+27,8.58E+26,2.94E+26,3.92226E-11,2.58741E-10,7.55102E-10
1360,2.28E+17,5.89E+27,9.00E+26,3.08E+26,3.87097E-11,2.53333E-10,7.4026E-10
1361,2.36E+17,6.19E+27,9.53E+26,3.24E+26,3.8126E-11,2.47639E-10,7.28395E-10
1362,2.45E+17,6.50E+27,1.01E+27,3.41E+26,3.76923E-11,2.42574E-10,7.18475E-10
1363,2.53E+17,6.82E+27,1.07E+27,3.59E+26,3.70968E-11,2.36449E-10,7.04735E-10
1364,2.61E+17,7.15E+27,1.12E+27,3.77E+26,3.65035E-11,2.33036E-10,6.92308E-10
1365,2.70E+17,7.48E+27,1.19E+27,3.96E+26,3.60963E-11,2.26891E-10,6.81818E-10
1366,2.78E+17,7.82E+27,1.25E+27,4.15E+26,3.55499E-11,2.224E-10,6.6988E-10
1367,2.87E+17,8.16E+27,1.31E+27,4.35E+26,3.51716E-11,2.19084E-10,6.5977E-10
1368,2.95E+17,8.52E+27,1.38E+27,4.55E+26,3.46244E-11,2.13768E-10,6.48352E-10
1369,3.04E+17,8.88E+27,1.45E+27,4.76E+26,3.42342E-11,2.09655E-10,6.38655E-10
1370,3.12E+17,9.26E+27,1.52E+27,4.98E+26,3.36933E-11,2.05263E-10,6.26506E-10
1371,3.24E+17,9.73E+27,1.61E+27,5.25E+26,3.32991E-11,2.01242E-10,6.17143E-10
1372,3.35E+17,1.02E+28,1.70E+27,5.53E+26,3.28431E-11,1.97059E-10,6.05787E-10
1373,3.47E+17,1.07E+28,1.80E+27,5.81E+26,3.24299E-11,1.92778E-10,5.97246E-10
1374,3.58E+17,1.12E+28,1.90E+27,6.11E+26,3.19643E-11,1.88421E-10,5.85925E-10
1375,3.70E+17,1.17E+28,2.00E+27,6.41E+26,3.16239E-11,1.85E-10,5.77223E-10
1376,3.81E+17,1.23E+28,2.11E+27,6.72E+26,3.09756E-11,1.80569E-10,5.66964E-10
1377,3.93E+17,1.28E+28,2.21E+27,7.04E+26,3.07031E-11,1.77828E-10,5.58239E-10
1378,4.05E+17,1.34E+28,2.33E+27,7.37E+26,3.02239E-11,1.7382E-10,5.49525E-10
1379,4.16E+17,1.40E+28,2.44E+27,7.71E+26,2.97143E-11,1.70492E-10,5.39559E-10
1380,4.28E+17,1.45E+28,2.56E+27,8.05E+26,2.95172E-11,1.67188E-10,5.31677E-10
1381,4.44E+17,1.53E+28,2.71E+27,8.49E+26,2.90196E-11,1.63838E-10,5.22968E-10
1382,4.60E+17,1.60E+28,2.87E+27,8.94E+26,2.875E-11,1.60279E-10,5.14541E-10
1383,4.75E+17,1.68E+28,3.03E+27,9.41E+26,2.82738E-11,1.56766E-10,5.04782E-10
1384,4.91E+17,1.76E+28,3.20E+27,9.89E+26,2.78977E-11,1.53438E-10,4.96461E-10
1385,5.07E+17,1.84E+28,3.37E+27,1.04E+27,2.75543E-11,1.50445E-10,4.875E-10
1386,5.23E+17,1.93E+28,3.55E+27,1.09E+27,2.70984E-11,1.47324E-10,4.79817E-10
1387,5.39E+17,2.01E+28,3.73E+27,1.14E+27,2.68159E-11,1.44504E-10,4.72807E-10
1388,5.55E+17,2.10E+28,3.92E+27,1.19E+27,2.64286E-11,1.41582E-10,4.66387E-10
1389,5.71E+17,2.19E+28,4.11E+27,1.25E+27,2.60731E-11,1.38929E-10,4.568E-10
1390,5.87E+17,2.28E+28,4.31E+27,1.30E+27,2.57456E-11,1.36195E-10,4.51538E-10
1391,6.09E+17,2.40E+28,4.57E+27,1.37E+27,2.5375E-11,1.3326E-10,4.44526E-10
1392,6.31E+17,2.52E+28,4.83E+27,1.45E+27,2.50397E-11,1.30642E-10,4.35172E-10
1393,6.53E+17,2.64E+28,5.10E+27,1.52E+27,2.47348E-11,1.28039E-10,4.29605E-10
1394,6.74E+17,2.77E+28,5.38E+27,1.60E+27,2.43321E-11,1.25279E-10,4.2125E-10
1395,6.96E+17,2.90E+28,5.66E+27,1.68E+27,2.4E-11,1.22968E-10,4.14286E-10
1396,7.18E+17,3.03E+28,5.96E+27,1.76E+27,2.36964E-11,1.2047E-10,4.07955E-10
1397,7.40E+17,3.16E+28,6.27E+27,1.85E+27,2.34177E-11,1.18022E-10,4E-10
1398,7.62E+17,3.30E+28,6.58E+27,1.93E+27,2.30909E-11,1.15805E-10,3.94819E-10
1399,7.84E+17,3.44E+28,6.91E+27,2.02E+27,2.27907E-11,1.13459E-10,3.88119E-10
1400,8.06E+17,3.58E+28,7.25E+27,2.11E+27,2.2514E-11,1.11172E-10,3.81991E-10
1401,8.36E+17,3.77E+28,7.67E+27,2.23E+27,2.21751E-11,1.08996E-10,3.74888E-10
1402,8.66E+17,3.95E+28,8.10E+27,2.34E+27,2.19241E-11,1.06914E-10,3.70085E-10
1403,8.96E+17,4.15E+28,8.56E+27,2.47E+27,2.15904E-11,1.04673E-10,3.62753E-10
1404,9.26E+17,4.34E+28,9.02E+27,2.59E+27,2.13364E-11,1.02661E-10,3.57529E-10
1405,9.56E+17,4.55E+28,9.50E+27,2.72E+27,2.1011E-11,1.00632E-10,3.51471E-10
1406,9.87E+17,4.75E+28,1.00E+28,2.85E+27,2.07789E-11,9.87E-11,3.46316E-10
1407,1.02E+18,4.96E+28,1.05E+28,2.99E+27,2.05645E-11,9.71429E-11,3.41137E-10
1408,1.05E+18,5.18E+28,1.10E+28,3.13E+27,2.02703E-11,9.54545E-11,3.35463E-10
1409,1.08E+18,5.40E+28,1.16E+28,3.27E+27,2E-11,9.31034E-11,3.30275E-10
1410,1.11E+18,5.62E+28,1.21E+28,3.42E+27,1.97509E-11,9.17355E-11,3.24561E-10
1411,1.15E+18,5.91E+28,1.29E+28,3.60E+27,1.94585E-11,8.91473E-11,3.19444E-10
1412,1.19E+18,6.21E+28,1.36E+28,3.80E+27,1.91626E-11,8.75E-11,3.13158E-10
